id,language,category,slug,route,indexable,score,units,sourceCount,sourceHostCount,sectionCount,faqCount,verifiedAt,staleDays,generated,sourceFile,sourceHosts
hostinger-vs-xserver-en,en,hosting-security,hostinger-vs-xserver,/en/hosting-security/hostinger-vs-xserver/,true,85,422,2,2,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#hostinger-vs-xserver:en,hostinger.com|xserver.ne.jp
jetboy-review-en,en,hosting-security,jetboy-review,/en/hosting-security/jetboy-review/,true,75,364,1,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#jetboy-review:en,jetboy.jp
kinsta-alternatives-en,en,hosting-security,kinsta-alternatives,/en/hosting-security/kinsta-alternatives/,true,100,919,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#kinsta-alternatives:en,kinsta.com|wpengine.com|cloudways.com|siteground.com
kinsta-for-agencies-en,en,hosting-security,kinsta-for-agencies,/en/hosting-security/kinsta-for-agencies/,true,100,888,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#kinsta-for-agencies:en,kinsta.com|wpengine.com|cloudways.com
kinsta-pricing-guide-en,en,hosting-security,kinsta-pricing-guide,/en/hosting-security/kinsta-pricing-guide/,true,100,821,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#kinsta-pricing-guide:en,kinsta.com
kinsta-vs-wp-engine-en,en,hosting-security,kinsta-vs-wp-engine,/en/hosting-security/kinsta-vs-wp-engine/,true,85,472,4,2,6,2,2026-07-19,-1,true,content/article-batches/english-translations.json#kinsta-vs-wp-engine:en,kinsta.com|wpengine.com
mixhost-review-en,en,hosting-security,mixhost-review,/en/hosting-security/mixhost-review/,true,75,358,1,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#mixhost-review:en,mixhost.jp
namecheap-review-en,en,hosting-security,namecheap-review,/en/hosting-security/namecheap-review/,true,75,397,1,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#namecheap-review:en,namecheap.com
nordpass-vs-keeper-en,en,hosting-security,nordpass-vs-keeper,/en/hosting-security/nordpass-vs-keeper/,false,100,665,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#nordpass-vs-keeper:en,nordpass.com|keepersecurity.com
nordvpn-alternatives-en,en,hosting-security,nordvpn-alternatives,/en/hosting-security/nordvpn-alternatives/,true,100,968,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#nordvpn-alternatives:en,nordvpn.com|surfshark.com|protonvpn.com
nordvpn-for-remote-teams-en,en,hosting-security,nordvpn-for-remote-teams,/en/hosting-security/nordvpn-for-remote-teams/,true,100,999,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#nordvpn-for-remote-teams:en,nordvpn.com|surfshark.com|protonvpn.com
nordvpn-pricing-guide-en,en,hosting-security,nordvpn-pricing-guide,/en/hosting-security/nordvpn-pricing-guide/,true,100,890,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#nordvpn-pricing-guide:en,nordvpn.com
nordvpn-review-en,en,hosting-security,nordvpn-review,/en/hosting-security/nordvpn-review/,true,100,760,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#nordvpn-review:en,nordvpn.com
nordvpn-vs-surfshark-en,en,hosting-security,nordvpn-vs-surfshark,/en/hosting-security/nordvpn-vs-surfshark/,true,100,823,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#nordvpn-vs-surfshark:en,nordvpn.com|surfshark.com
proton-vpn-review-en,en,hosting-security,proton-vpn-review,/en/hosting-security/proton-vpn-review/,false,100,782,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#proton-vpn-review:en,protonvpn.com
proton-vpn-vs-nordvpn-en,en,hosting-security,proton-vpn-vs-nordvpn,/en/hosting-security/proton-vpn-vs-nordvpn/,false,100,843,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#proton-vpn-vs-nordvpn:en,protonvpn.com|nordvpn.com
proton-vpn-vs-surfshark-en,en,hosting-security,proton-vpn-vs-surfshark,/en/hosting-security/proton-vpn-vs-surfshark/,false,100,846,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#proton-vpn-vs-surfshark:en,protonvpn.com|surfshark.com
siteground-vs-cloudways-en,en,hosting-security,siteground-vs-cloudways,/en/hosting-security/siteground-vs-cloudways/,false,100,726,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#siteground-vs-cloudways:en,siteground.com|cloudways.com
siteground-vs-kinsta-en,en,hosting-security,siteground-vs-kinsta,/en/hosting-security/siteground-vs-kinsta/,false,100,736,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#siteground-vs-kinsta:en,siteground.com|kinsta.com
surfshark-alternatives-en,en,hosting-security,surfshark-alternatives,/en/hosting-security/surfshark-alternatives/,true,100,984,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#surfshark-alternatives:en,surfshark.com|nordvpn.com|protonvpn.com
surfshark-for-small-business-en,en,hosting-security,surfshark-for-small-business,/en/hosting-security/surfshark-for-small-business/,true,100,1012,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#surfshark-for-small-business:en,surfshark.com|nordvpn.com|protonvpn.com
surfshark-pricing-guide-en,en,hosting-security,surfshark-pricing-guide,/en/hosting-security/surfshark-pricing-guide/,true,100,902,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#surfshark-pricing-guide:en,surfshark.com
surfshark-review-en,en,hosting-security,surfshark-review,/en/hosting-security/surfshark-review/,true,100,772,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#surfshark-review:en,surfshark.com
wordpress-com-vs-cloudways-en,en,hosting-security,wordpress-com-vs-cloudways,/en/hosting-security/wordpress-com-vs-cloudways/,false,100,735,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wordpress-com-vs-cloudways:en,wordpress.com|cloudways.com
wordpress-com-vs-hostinger-en,en,hosting-security,wordpress-com-vs-hostinger,/en/hosting-security/wordpress-com-vs-hostinger/,false,100,713,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wordpress-com-vs-hostinger:en,wordpress.com|hostinger.com
wordpress-com-vs-kinsta-en,en,hosting-security,wordpress-com-vs-kinsta,/en/hosting-security/wordpress-com-vs-kinsta/,false,100,724,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wordpress-com-vs-kinsta:en,wordpress.com|kinsta.com
wordpress-com-vs-siteground-en,en,hosting-security,wordpress-com-vs-siteground,/en/hosting-security/wordpress-com-vs-siteground/,false,100,736,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wordpress-com-vs-siteground:en,wordpress.com|siteground.com
wordpress-com-vs-wp-engine-en,en,hosting-security,wordpress-com-vs-wp-engine,/en/hosting-security/wordpress-com-vs-wp-engine/,false,100,766,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wordpress-com-vs-wp-engine:en,wordpress.com|wpengine.com
wp-engine-alternatives-en,en,hosting-security,wp-engine-alternatives,/en/hosting-security/wp-engine-alternatives/,true,100,968,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#wp-engine-alternatives:en,wpengine.com|kinsta.com|cloudways.com|siteground.com
wp-engine-for-agencies-en,en,hosting-security,wp-engine-for-agencies,/en/hosting-security/wp-engine-for-agencies/,true,100,914,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#wp-engine-for-agencies:en,wpengine.com|kinsta.com|cloudways.com
wp-engine-pricing-guide-en,en,hosting-security,wp-engine-pricing-guide,/en/hosting-security/wp-engine-pricing-guide/,true,100,886,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#wp-engine-pricing-guide:en,wpengine.com
wp-engine-vs-siteground-en,en,hosting-security,wp-engine-vs-siteground,/en/hosting-security/wp-engine-vs-siteground/,false,100,766,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#wp-engine-vs-siteground:en,wpengine.com|siteground.com
wpx-speed-review-en,en,hosting-security,wpx-speed-review,/en/hosting-security/wpx-speed-review/,true,75,364,1,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#wpx-speed-review:en,wpx.jp
xserver-vs-lolipop-en,en,hosting-security,xserver-vs-lolipop,/en/hosting-security/xserver-vs-lolipop/,true,85,432,2,2,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#xserver-vs-lolipop:en,xserver.ne.jp|lolipop.jp
a8net-guide-en,en,seo-marketing,a8net-guide,/en/seo-marketing/a8net-guide/,true,75,415,1,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#a8net-guide:en,a8.net
activecampaign-alternatives-en,en,seo-marketing,activecampaign-alternatives,/en/seo-marketing/activecampaign-alternatives/,true,100,980,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#activecampaign-alternatives:en,activecampaign.com|getresponse.com|hubspot.com|mailerlite.com
activecampaign-for-ecommerce-en,en,seo-marketing,activecampaign-for-ecommerce,/en/seo-marketing/activecampaign-for-ecommerce/,true,100,924,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#activecampaign-for-ecommerce:en,activecampaign.com|getresponse.com|hubspot.com
activecampaign-pricing-guide-en,en,seo-marketing,activecampaign-pricing-guide,/en/seo-marketing/activecampaign-pricing-guide/,true,100,868,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#activecampaign-pricing-guide:en,activecampaign.com
activecampaign-review-en,en,seo-marketing,activecampaign-review,/en/seo-marketing/activecampaign-review/,true,100,741,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#activecampaign-review:en,activecampaign.com
activecampaign-vs-hubspot-en,en,seo-marketing,activecampaign-vs-hubspot,/en/seo-marketing/activecampaign-vs-hubspot/,true,100,806,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#activecampaign-vs-hubspot:en,activecampaign.com|hubspot.com
affiliate-marketing-start-guide-en,en,seo-marketing,affiliate-marketing-start-guide,/en/seo-marketing/affiliate-marketing-start-guide/,true,85,421,2,2,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#affiliate-marketing-start-guide:en,a8.net|af.moshimo.com
ahrefs-vs-mangools-en,en,seo-marketing,ahrefs-vs-mangools,/en/seo-marketing/ahrefs-vs-mangools/,false,100,670,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#ahrefs-vs-mangools:en,ahrefs.com|mangools.com
ahrefs-vs-se-ranking-en,en,seo-marketing,ahrefs-vs-se-ranking,/en/seo-marketing/ahrefs-vs-se-ranking/,false,100,740,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#ahrefs-vs-se-ranking:en,ahrefs.com|seranking.com
ahrefs-vs-ubersuggest-en,en,seo-marketing,ahrefs-vs-ubersuggest,/en/seo-marketing/ahrefs-vs-ubersuggest/,false,100,782,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#ahrefs-vs-ubersuggest:en,ahrefs.com|neilpatel.com|app.neilpatel.com
brevo-vs-activecampaign-en,en,seo-marketing,brevo-vs-activecampaign,/en/seo-marketing/brevo-vs-activecampaign/,false,100,740,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#brevo-vs-activecampaign:en,brevo.com|activecampaign.com
brevo-vs-getresponse-en,en,seo-marketing,brevo-vs-getresponse,/en/seo-marketing/brevo-vs-getresponse/,false,100,738,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#brevo-vs-getresponse:en,brevo.com|getresponse.com
brevo-vs-kit-en,en,seo-marketing,brevo-vs-kit,/en/seo-marketing/brevo-vs-kit/,false,100,763,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#brevo-vs-kit:en,brevo.com|kit.com
getresponse-alternatives-en,en,seo-marketing,getresponse-alternatives,/en/seo-marketing/getresponse-alternatives/,true,100,938,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#getresponse-alternatives:en,getresponse.com|mailerlite.com|activecampaign.com|brevo.com
getresponse-for-creators-en,en,seo-marketing,getresponse-for-creators,/en/seo-marketing/getresponse-for-creators/,true,100,916,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#getresponse-for-creators:en,getresponse.com|kit.com|mailerlite.com
getresponse-pricing-guide-en,en,seo-marketing,getresponse-pricing-guide,/en/seo-marketing/getresponse-pricing-guide/,true,100,841,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#getresponse-pricing-guide:en,getresponse.com
getresponse-vs-activecampaign-en,en,seo-marketing,getresponse-vs-activecampaign,/en/seo-marketing/getresponse-vs-activecampaign/,true,100,755,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#getresponse-vs-activecampaign:en,getresponse.com|activecampaign.com
getresponse-vs-hubspot-en,en,seo-marketing,getresponse-vs-hubspot,/en/seo-marketing/getresponse-vs-hubspot/,true,100,806,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#getresponse-vs-hubspot:en,getresponse.com|hubspot.com
getresponse-vs-kit-en,en,seo-marketing,getresponse-vs-kit,/en/seo-marketing/getresponse-vs-kit/,false,100,781,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#getresponse-vs-kit:en,getresponse.com|kit.com
getresponse-vs-mailerlite-en,en,seo-marketing,getresponse-vs-mailerlite,/en/seo-marketing/getresponse-vs-mailerlite/,false,100,661,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#getresponse-vs-mailerlite:en,getresponse.com|mailerlite.com
how-to-make-money-blogging-en,en,seo-marketing,how-to-make-money-blogging,/en/seo-marketing/how-to-make-money-blogging/,true,75,415,1,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#how-to-make-money-blogging:en,developers.google.com
hubspot-marketing-alternatives-en,en,seo-marketing,hubspot-marketing-alternatives,/en/seo-marketing/hubspot-marketing-alternatives/,true,100,1011,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#hubspot-marketing-alternatives:en,hubspot.com|activecampaign.com|mailchimp.com|brevo.com
hubspot-marketing-for-small-business-en,en,seo-marketing,hubspot-marketing-for-small-business,/en/seo-marketing/hubspot-marketing-for-small-business/,true,100,979,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#hubspot-marketing-for-small-business:en,hubspot.com|activecampaign.com|mailchimp.com
hubspot-marketing-pricing-guide-en,en,seo-marketing,hubspot-marketing-pricing-guide,/en/seo-marketing/hubspot-marketing-pricing-guide/,true,100,914,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#hubspot-marketing-pricing-guide:en,hubspot.com
hubspot-marketing-review-en,en,seo-marketing,hubspot-marketing-review,/en/seo-marketing/hubspot-marketing-review/,true,100,760,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#hubspot-marketing-review:en,hubspot.com
hubspot-vs-brevo-en,en,seo-marketing,hubspot-vs-brevo,/en/seo-marketing/hubspot-vs-brevo/,false,100,818,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#hubspot-vs-brevo:en,hubspot.com|brevo.com
hubspot-vs-mailchimp-en,en,seo-marketing,hubspot-vs-mailchimp,/en/seo-marketing/hubspot-vs-mailchimp/,false,100,787,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#hubspot-vs-mailchimp:en,hubspot.com|mailchimp.com
kit-vs-activecampaign-en,en,seo-marketing,kit-vs-activecampaign,/en/seo-marketing/kit-vs-activecampaign/,false,100,795,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#kit-vs-activecampaign:en,kit.com|activecampaign.com
kit-vs-hubspot-en,en,seo-marketing,kit-vs-hubspot,/en/seo-marketing/kit-vs-hubspot/,false,100,818,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#kit-vs-hubspot:en,kit.com|hubspot.com
mailchimp-vs-activecampaign-en,en,seo-marketing,mailchimp-vs-activecampaign,/en/seo-marketing/mailchimp-vs-activecampaign/,false,100,736,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#mailchimp-vs-activecampaign:en,mailchimp.com|activecampaign.com
mailchimp-vs-brevo-en,en,seo-marketing,mailchimp-vs-brevo,/en/seo-marketing/mailchimp-vs-brevo/,false,100,674,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#mailchimp-vs-brevo:en,mailchimp.com|brevo.com
mailchimp-vs-getresponse-en,en,seo-marketing,mailchimp-vs-getresponse,/en/seo-marketing/mailchimp-vs-getresponse/,false,100,740,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#mailchimp-vs-getresponse:en,mailchimp.com|getresponse.com
mailchimp-vs-kit-en,en,seo-marketing,mailchimp-vs-kit,/en/seo-marketing/mailchimp-vs-kit/,false,100,745,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#mailchimp-vs-kit:en,mailchimp.com|kit.com
mailchimp-vs-mailerlite-en,en,seo-marketing,mailchimp-vs-mailerlite,/en/seo-marketing/mailchimp-vs-mailerlite/,false,100,726,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#mailchimp-vs-mailerlite:en,mailchimp.com|mailerlite.com
mailerlite-vs-activecampaign-en,en,seo-marketing,mailerlite-vs-activecampaign,/en/seo-marketing/mailerlite-vs-activecampaign/,false,100,760,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#mailerlite-vs-activecampaign:en,mailerlite.com|activecampaign.com
mailerlite-vs-brevo-en,en,seo-marketing,mailerlite-vs-brevo,/en/seo-marketing/mailerlite-vs-brevo/,false,85,468,4,2,6,2,2026-07-19,-1,true,content/article-batches/english-translations.json#mailerlite-vs-brevo:en,mailerlite.com|brevo.com
mailerlite-vs-hubspot-en,en,seo-marketing,mailerlite-vs-hubspot,/en/seo-marketing/mailerlite-vs-hubspot/,false,100,792,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#mailerlite-vs-hubspot:en,mailerlite.com|hubspot.com
mailerlite-vs-kit-en,en,seo-marketing,mailerlite-vs-kit,/en/seo-marketing/mailerlite-vs-kit/,false,100,767,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#mailerlite-vs-kit:en,mailerlite.com|kit.com
mangools-vs-ubersuggest-en,en,seo-marketing,mangools-vs-ubersuggest,/en/seo-marketing/mangools-vs-ubersuggest/,false,100,805,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#mangools-vs-ubersuggest:en,mangools.com|neilpatel.com|app.neilpatel.com
moshimo-affiliate-guide-en,en,seo-marketing,moshimo-affiliate-guide,/en/seo-marketing/moshimo-affiliate-guide/,true,75,390,1,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#moshimo-affiliate-guide:en,af.moshimo.com
se-ranking-vs-mangools-en,en,seo-marketing,se-ranking-vs-mangools,/en/seo-marketing/se-ranking-vs-mangools/,false,100,753,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#se-ranking-vs-mangools:en,seranking.com|mangools.com
se-ranking-vs-ubersuggest-en,en,seo-marketing,se-ranking-vs-ubersuggest,/en/seo-marketing/se-ranking-vs-ubersuggest/,false,100,789,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#se-ranking-vs-ubersuggest:en,seranking.com|neilpatel.com|app.neilpatel.com
semrush-alternatives-en,en,seo-marketing,semrush-alternatives,/en/seo-marketing/semrush-alternatives/,true,100,923,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#semrush-alternatives:en,semrush.com|ahrefs.com|seranking.com|mangools.com
semrush-for-small-business-en,en,seo-marketing,semrush-for-small-business,/en/seo-marketing/semrush-for-small-business/,true,100,893,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#semrush-for-small-business:en,semrush.com|seranking.com|mangools.com
semrush-pricing-guide-en,en,seo-marketing,semrush-pricing-guide,/en/seo-marketing/semrush-pricing-guide/,true,100,836,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#semrush-pricing-guide:en,semrush.com
semrush-vs-ahrefs-en,en,seo-marketing,semrush-vs-ahrefs,/en/seo-marketing/semrush-vs-ahrefs/,false,85,467,4,3,6,2,2026-07-19,-1,true,content/article-batches/english-translations.json#semrush-vs-ahrefs:en,semrush.com|ahrefs.com|help.ahrefs.com
semrush-vs-mangools-en,en,seo-marketing,semrush-vs-mangools,/en/seo-marketing/semrush-vs-mangools/,false,100,729,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#semrush-vs-mangools:en,semrush.com|mangools.com
semrush-vs-se-ranking-en,en,seo-marketing,semrush-vs-se-ranking,/en/seo-marketing/semrush-vs-se-ranking/,false,100,687,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#semrush-vs-se-ranking:en,semrush.com|seranking.com
semrush-vs-ubersuggest-en,en,seo-marketing,semrush-vs-ubersuggest,/en/seo-marketing/semrush-vs-ubersuggest/,false,100,777,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#semrush-vs-ubersuggest:en,semrush.com|neilpatel.com|app.neilpatel.com
bigcommerce-review-en,en,website-builders,bigcommerce-review,/en/website-builders/bigcommerce-review/,false,100,746,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#bigcommerce-review:en,bigcommerce.com
bigcommerce-vs-shopify-en,en,website-builders,bigcommerce-vs-shopify,/en/website-builders/bigcommerce-vs-shopify/,false,100,762,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#bigcommerce-vs-shopify:en,bigcommerce.com|shopify.com|help.shopify.com
bigcommerce-vs-squarespace-en,en,website-builders,bigcommerce-vs-squarespace,/en/website-builders/bigcommerce-vs-squarespace/,false,100,752,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#bigcommerce-vs-squarespace:en,bigcommerce.com|squarespace.com
duda-review-en,en,website-builders,duda-review,/en/website-builders/duda-review/,false,100,737,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#duda-review:en,duda.co
duda-vs-framer-en,en,website-builders,duda-vs-framer,/en/website-builders/duda-vs-framer/,false,100,770,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#duda-vs-framer:en,duda.co|framer.com
duda-vs-squarespace-en,en,website-builders,duda-vs-squarespace,/en/website-builders/duda-vs-squarespace/,false,100,744,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#duda-vs-squarespace:en,duda.co|squarespace.com
duda-vs-webflow-en,en,website-builders,duda-vs-webflow,/en/website-builders/duda-vs-webflow/,false,100,756,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#duda-vs-webflow:en,duda.co|webflow.com|help.webflow.com
duda-vs-wix-en,en,website-builders,duda-vs-wix,/en/website-builders/duda-vs-wix/,false,100,736,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#duda-vs-wix:en,duda.co|wix.com
framer-review-en,en,website-builders,framer-review,/en/website-builders/framer-review/,false,100,748,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#framer-review:en,framer.com
framer-vs-squarespace-en,en,website-builders,framer-vs-squarespace,/en/website-builders/framer-vs-squarespace/,false,100,730,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#framer-vs-squarespace:en,framer.com|squarespace.com
framer-vs-webflow-en,en,website-builders,framer-vs-webflow,/en/website-builders/framer-vs-webflow/,false,100,757,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#framer-vs-webflow:en,framer.com|webflow.com|help.webflow.com
framer-vs-wix-en,en,website-builders,framer-vs-wix,/en/website-builders/framer-vs-wix/,false,100,745,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#framer-vs-wix:en,framer.com|wix.com
hostinger-website-builder-review-en,en,website-builders,hostinger-website-builder-review,/en/website-builders/hostinger-website-builder-review/,true,100,774,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#hostinger-website-builder-review:en,hostinger.com
hostinger-website-builder-vs-squarespace-en,en,website-builders,hostinger-website-builder-vs-squarespace,/en/website-builders/hostinger-website-builder-vs-squarespace/,false,100,788,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#hostinger-website-builder-vs-squarespace:en,hostinger.com|squarespace.com
hostinger-website-builder-vs-wix-en,en,website-builders,hostinger-website-builder-vs-wix,/en/website-builders/hostinger-website-builder-vs-wix/,false,100,805,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#hostinger-website-builder-vs-wix:en,hostinger.com|wix.com
hostinger-website-builder-vs-wordpress-com-en,en,website-builders,hostinger-website-builder-vs-wordpress-com,/en/website-builders/hostinger-website-builder-vs-wordpress-com/,false,100,799,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#hostinger-website-builder-vs-wordpress-com:en,hostinger.com|wordpress.com
shopify-alternatives-en,en,website-builders,shopify-alternatives,/en/website-builders/shopify-alternatives/,true,100,950,8,5,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#shopify-alternatives:en,shopify.com|help.shopify.com|bigcommerce.com|woocommerce.com|squarespace.com
shopify-for-small-business-en,en,website-builders,shopify-for-small-business,/en/website-builders/shopify-for-small-business/,true,100,925,6,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#shopify-for-small-business:en,shopify.com|help.shopify.com|woocommerce.com|squarespace.com
shopify-pricing-guide-en,en,website-builders,shopify-pricing-guide,/en/website-builders/shopify-pricing-guide/,true,100,836,2,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#shopify-pricing-guide:en,shopify.com|help.shopify.com
shopify-vs-duda-en,en,website-builders,shopify-vs-duda,/en/website-builders/shopify-vs-duda/,false,100,764,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#shopify-vs-duda:en,shopify.com|help.shopify.com|duda.co
shopify-vs-framer-en,en,website-builders,shopify-vs-framer,/en/website-builders/shopify-vs-framer/,false,100,743,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#shopify-vs-framer:en,shopify.com|help.shopify.com|framer.com
